Job_ID,Machine_ID,Operation_Type,Material_Used,Processing_Time,Energy_Consumption,Machine_Availability,Scheduled_Start,Scheduled_End,Actual_Start,Actual_End,Job_Status,Optimization_Category
J299,M04,Drilling,1.42,23,3.92,88,2023-03-20 09:40:00,2023-03-20 10:03:00,2023-03-20 10:02:00,2023-03-20 10:25:00,Delayed,Low Efficiency
J528,M03,Grinding,3.58,28,7.02,88,2023-03-21 23:50:00,2023-03-22 00:18:00,,,Failed,Low Efficiency
J428,M05,Milling,3.22,37,11.13,88,2023-03-21 07:10:00,2023-03-21 07:47:00,2023-03-21 07:09:00,2023-03-21 07:46:00,Completed,Low Efficiency
J147,M03,Lathe,3.73,29,11.1,88,2023-03-19 08:20:00,2023-03-19 08:49:00,2023-03-19 08:49:00,2023-03-19 09:18:00,Delayed,Low Efficiency
J812,M05,Drilling,2.37,24,10.78,88,2023-03-23 23:10:00,2023-03-23 23:34:00,2023-03-23 23:14:00,2023-03-23 23:38:00,Completed,Moderate Efficiency
J197,M05,Drilling,1.01,21,9.75,88,2023-03-19 16:40:00,2023-03-19 17:01:00,2023-03-19 16:52:00,2023-03-19 17:13:00,Delayed,Low Efficiency
J745,M03,Drilling,2.97,35,5.72,88,2023-03-23 12:00:00,2023-03-23 12:35:00,2023-03-23 12:16:00,2023-03-23 12:51:00,Delayed,Low Efficiency
J005,M01,Lathe,1.9,46,8.13,88,2023-03-18 08:40:00,2023-03-18 09:26:00,2023-03-18 08:42:00,2023-03-18 09:28:00,Completed,High Efficiency
J869,M04,Lathe,4.81,39,13.37,88,2023-03-24 08:40:00,2023-03-24 09:19:00,2023-03-24 08:40:00,2023-03-24 09:19:00,Completed,Moderate Efficiency
J753,M01,Grinding,1.51,50,3.29,87,2023-03-23 13:20:00,2023-03-23 14:10:00,,,Failed,Low Efficiency
J737,M05,Lathe,2.04,20,10.93,87,2023-03-23 10:40:00,2023-03-23 11:00:00,2023-03-23 10:38:00,2023-03-23 10:58:00,Completed,Low Efficiency
J656,M02,Grinding,3.68,23,8.99,87,2023-03-22 21:10:00,2023-03-22 21:33:00,2023-03-22 21:10:00,2023-03-22 21:33:00,Completed,High Efficiency
J253,M01,Milling,4.49,43,9.9,87,2023-03-20 02:00:00,2023-03-20 02:43:00,2023-03-20 02:01:00,2023-03-20 02:44:00,Completed,Moderate Efficiency
J127,M04,Additive,4.22,27,6.94,87,2023-03-19 05:00:00,2023-03-19 05:27:00,2023-03-19 05:21:00,2023-03-19 05:48:00,Delayed,Low Efficiency
J143,M03,Additive,4.02,33,4.28,87,2023-03-19 07:40:00,2023-03-19 08:13:00,2023-03-19 08:06:00,2023-03-19 08:39:00,Delayed,Low Efficiency
J336,M05,Grinding,4.69,25,10.4,87,2023-03-20 15:50:00,2023-03-20 16:15:00,2023-03-20 15:48:00,2023-03-20 16:13:00,Completed,Low Efficiency
J144,M03,Milling,2.1,47,6.24,87,2023-03-19 07:50:00,2023-03-19 08:37:00,2023-03-19 07:45:00,2023-03-19 08:32:00,Completed,Low Efficiency
J148,M01,Lathe,3.74,39,9.65,87,2023-03-19 08:30:00,2023-03-19 09:09:00,2023-03-19 08:30:00,2023-03-19 09:09:00,Completed,High Efficiency
J085,M02,Lathe,3.38,44,3.35,87,2023-03-18 22:00:00,2023-03-18 22:44:00,2023-03-18 22:00:00,2023-03-18 22:44:00,Completed,High Efficiency
J704,M05,Lathe,4.1,39,9.13,87,2023-03-23 05:10:00,2023-03-23 05:49:00,2023-03-23 05:26:00,2023-03-23 06:05:00,Delayed,Low Efficiency
J007,M04,Milling,4.67,22,14.2,87,2023-03-18 09:00:00,2023-03-18 09:22:00,2023-03-18 09:04:00,2023-03-18 09:26:00,Completed,Moderate Efficiency
J640,M01,Lathe,1.78,36,6.59,86,2023-03-22 18:30:00,2023-03-22 19:06:00,2023-03-22 18:34:00,2023-03-22 19:10:00,Completed,High Efficiency
J039,M02,Drilling,4.06,48,10.65,86,2023-03-18 14:20:00,2023-03-18 15:08:00,,,Failed,Low Efficiency
J680,M02,Additive,3.12,24,11.09,86,2023-03-23 01:10:00,2023-03-23 01:34:00,2023-03-23 01:12:00,2023-03-23 01:36:00,Completed,Moderate Efficiency
J500,M03,Additive,1.39,48,9.05,86,2023-03-21 19:10:00,2023-03-21 19:58:00,,,Failed,Low Efficiency
J057,M02,Additive,1.04,31,6.53,86,2023-03-18 17:20:00,2023-03-18 17:51:00,2023-03-18 17:19:00,2023-03-18 17:50:00,Completed,Low Efficiency
J105,M03,Grinding,1.85,43,13.65,86,2023-03-19 01:20:00,2023-03-19 02:03:00,2023-03-19 01:18:00,2023-03-19 02:01:00,Completed,Low Efficiency
J898,M05,Additive,4.77,20,9.81,86,2023-03-24 13:30:00,2023-03-24 13:50:00,2023-03-24 13:51:00,2023-03-24 14:11:00,Delayed,Low Efficiency
J135,M01,Drilling,4.64,23,8.31,86,2023-03-19 06:20:00,2023-03-19 06:43:00,2023-03-19 06:21:00,2023-03-19 06:44:00,Completed,High Efficiency
J925,M02,Additive,3.4,30,5.58,86,2023-03-24 18:00:00,2023-03-24 18:30:00,2023-03-24 17:55:00,2023-03-24 18:25:00,Completed,Low Efficiency
J063,M02,Lathe,3.2,47,8.4,86,2023-03-18 18:20:00,2023-03-18 19:07:00,,,Failed,Low Efficiency
J189,M03,Drilling,3.38,50,11.6,86,2023-03-19 15:20:00,2023-03-19 16:10:00,2023-03-19 15:23:00,2023-03-19 16:13:00,Completed,Moderate Efficiency
J859,M04,Milling,3.95,28,10.09,86,2023-03-24 07:00:00,2023-03-24 07:28:00,2023-03-24 07:23:00,2023-03-24 07:51:00,Delayed,Low Efficiency
J580,M04,Milling,3.96,28,9.13,86,2023-03-22 08:30:00,2023-03-22 08:58:00,2023-03-22 08:27:00,2023-03-22 08:55:00,Completed,Low Efficiency
J418,M04,Grinding,1.35,40,8.17,86,2023-03-21 05:30:00,2023-03-21 06:10:00,2023-03-21 05:32:00,2023-03-21 06:12:00,Completed,High Efficiency
J910,M02,Additive,4.83,38,12.13,85,2023-03-24 15:30:00,2023-03-24 16:08:00,2023-03-24 15:28:00,2023-03-24 16:06:00,Completed,Low Efficiency
J760,M02,Drilling,1.66,26,6.33,85,2023-03-23 14:30:00,2023-03-23 14:56:00,2023-03-23 14:30:00,2023-03-23 14:56:00,Completed,High Efficiency
J214,M04,Grinding,2.39,36,4.59,85,2023-03-19 19:30:00,2023-03-19 20:06:00,2023-03-19 19:27:00,2023-03-19 20:03:00,Completed,Low Efficiency
J208,M01,Grinding,3.27,20,5.06,85,2023-03-19 18:30:00,2023-03-19 18:50:00,2023-03-19 18:30:00,2023-03-19 18:50:00,Completed,High Efficiency
J716,M05,Additive,3.67,27,3.19,85,2023-03-23 07:10:00,2023-03-23 07:37:00,2023-03-23 07:14:00,2023-03-23 07:41:00,Completed,High Efficiency
J185,M04,Grinding,2.0,50,6.07,85,2023-03-19 14:40:00,2023-03-19 15:30:00,2023-03-19 14:41:00,2023-03-19 15:31:00,Completed,High Efficiency
J682,M03,Milling,1.73,46,4.04,85,2023-03-23 01:30:00,2023-03-23 02:16:00,2023-03-23 01:26:00,2023-03-23 02:12:00,Completed,Low Efficiency
J345,M05,Lathe,3.07,37,6.03,85,2023-03-20 17:20:00,2023-03-20 17:57:00,,,Failed,Low Efficiency
J430,M05,Lathe,3.39,44,12.69,85,2023-03-21 07:30:00,2023-03-21 08:14:00,2023-03-21 07:31:00,2023-03-21 08:15:00,Completed,Moderate Efficiency
J046,M03,Milling,4.52,30,7.15,85,2023-03-18 15:30:00,2023-03-18 16:00:00,2023-03-18 15:54:00,2023-03-18 16:24:00,Delayed,Low Efficiency
J047,M02,Drilling,1.9,25,10.09,85,2023-03-18 15:40:00,2023-03-18 16:05:00,2023-03-18 15:44:00,2023-03-18 16:09:00,Completed,Moderate Efficiency
J652,M01,Additive,2.29,25,3.47,85,2023-03-22 20:30:00,2023-03-22 20:55:00,2023-03-22 20:35:00,2023-03-22 21:00:00,Completed,High Efficiency
J689,M03,Lathe,1.17,25,5.92,85,2023-03-23 02:40:00,2023-03-23 03:05:00,2023-03-23 02:44:00,2023-03-23 03:09:00,Completed,High Efficiency
J151,M02,Additive,4.41,20,13.63,85,2023-03-19 09:00:00,2023-03-19 09:20:00,,,Failed,Low Efficiency
J651,M01,Drilling,3.41,37,6.08,84,2023-03-22 20:20:00,2023-03-22 20:57:00,2023-03-22 20:39:00,2023-03-22 21:16:00,Delayed,Low Efficiency
J409,M05,Grinding,2.94,31,12.64,84,2023-03-21 04:00:00,2023-03-21 04:31:00,2023-03-21 04:14:00,2023-03-21 04:45:00,Delayed,Low Efficiency
J711,M04,Grinding,2.54,38,11.54,84,2023-03-23 06:20:00,2023-03-23 06:58:00,2023-03-23 06:18:00,2023-03-23 06:56:00,Completed,Low Efficiency
J067,M02,Lathe,3.28,23,3.79,84,2023-03-18 19:00:00,2023-03-18 19:23:00,2023-03-18 19:12:00,2023-03-18 19:35:00,Delayed,Low Efficiency
J129,M05,Grinding,2.07,45,7.75,84,2023-03-19 05:20:00,2023-03-19 06:05:00,2023-03-19 05:24:00,2023-03-19 06:09:00,Completed,Moderate Efficiency
J883,M02,Milling,2.12,43,3.75,84,2023-03-24 11:00:00,2023-03-24 11:43:00,2023-03-24 11:05:00,2023-03-24 11:48:00,Completed,High Efficiency
J269,M01,Grinding,1.49,25,4.0,84,2023-03-20 04:40:00,2023-03-20 05:05:00,2023-03-20 04:59:00,2023-03-20 05:24:00,Delayed,Low Efficiency
J727,M01,Grinding,2.08,30,12.34,84,2023-03-23 09:00:00,2023-03-23 09:30:00,2023-03-23 09:11:00,2023-03-23 09:41:00,Delayed,Low Efficiency
J353,M02,Additive,2.46,36,5.98,84,2023-03-20 18:40:00,2023-03-20 19:16:00,2023-03-20 18:43:00,2023-03-20 19:19:00,Completed,High Efficiency
J255,M01,Grinding,1.82,38,11.78,83,2023-03-20 02:20:00,2023-03-20 02:58:00,2023-03-20 02:18:00,2023-03-20 02:56:00,Completed,Low Efficiency
J271,M01,Grinding,1.78,21,7.47,83,2023-03-20 05:00:00,2023-03-20 05:21:00,2023-03-20 04:55:00,2023-03-20 05:16:00,Completed,Low Efficiency
J756,M03,Grinding,4.24,29,11.47,83,2023-03-23 13:50:00,2023-03-23 14:19:00,2023-03-23 13:48:00,2023-03-23 14:17:00,Completed,Low Efficiency
J952,M02,Lathe,1.69,24,10.01,83,2023-03-24 22:30:00,2023-03-24 22:54:00,2023-03-24 22:33:00,2023-03-24 22:57:00,Completed,Moderate Efficiency
J483,M03,Milling,4.0,33,3.04,83,2023-03-21 16:20:00,2023-03-21 16:53:00,2023-03-21 16:17:00,2023-03-21 16:50:00,Completed,Low Efficiency
J919,M05,Grinding,1.71,48,11.56,83,2023-03-24 17:00:00,2023-03-24 17:48:00,2023-03-24 17:05:00,2023-03-24 17:53:00,Completed,Moderate Efficiency
J391,M03,Lathe,2.59,35,4.83,83,2023-03-21 01:00:00,2023-03-21 01:35:00,2023-03-21 00:58:00,2023-03-21 01:33:00,Completed,Low Efficiency
J466,M01,Milling,4.8,21,11.49,83,2023-03-21 13:30:00,2023-03-21 13:51:00,2023-03-21 13:30:00,2023-03-21 13:51:00,Completed,Moderate Efficiency
J595,M05,Lathe,4.3,26,9.83,83,2023-03-22 11:00:00,2023-03-22 11:26:00,2023-03-22 10:57:00,2023-03-22 11:23:00,Completed,Low Efficiency
J362,M02,Drilling,1.25,50,12.64,83,2023-03-20 20:10:00,2023-03-20 21:00:00,2023-03-20 20:14:00,2023-03-20 21:04:00,Completed,Moderate Efficiency
J412,M01,Lathe,4.53,46,2.94,83,2023-03-21 04:30:00,2023-03-21 05:16:00,2023-03-21 04:47:00,2023-03-21 05:33:00,Delayed,Low Efficiency
J936,M05,Drilling,2.67,22,13.15,83,2023-03-24 19:50:00,2023-03-24 20:12:00,2023-03-24 19:54:00,2023-03-24 20:16:00,Completed,Moderate Efficiency
J035,M02,Drilling,2.05,47,12.12,82,2023-03-18 13:40:00,2023-03-18 14:27:00,2023-03-18 13:41:00,2023-03-18 14:28:00,Completed,Moderate Efficiency
J245,M02,Additive,2.86,25,2.84,82,2023-03-20 00:40:00,2023-03-20 01:05:00,2023-03-20 00:42:00,2023-03-20 01:07:00,Completed,High Efficiency
J431,M01,Grinding,2.09,48,2.15,82,2023-03-21 07:40:00,2023-03-21 08:28:00,2023-03-21 07:39:00,2023-03-21 08:27:00,Completed,Low Efficiency
J468,M05,Milling,1.8,42,9.42,82,2023-03-21 13:50:00,2023-03-21 14:32:00,2023-03-21 13:49:00,2023-03-21 14:31:00,Completed,Low Efficiency
J052,M05,Grinding,3.91,23,9.2,82,2023-03-18 16:30:00,2023-03-18 16:53:00,2023-03-18 16:27:00,2023-03-18 16:50:00,Completed,Low Efficiency
J522,M04,Lathe,2.81,24,11.99,82,2023-03-21 22:50:00,2023-03-21 23:14:00,2023-03-21 23:17:00,2023-03-21 23:41:00,Delayed,Low Efficiency
J732,M04,Drilling,2.07,31,2.33,82,2023-03-23 09:50:00,2023-03-23 10:21:00,2023-03-23 09:47:00,2023-03-23 10:18:00,Completed,Low Efficiency
J207,M05,Milling,3.41,21,3.53,82,2023-03-19 18:20:00,2023-03-19 18:41:00,2023-03-19 18:17:00,2023-03-19 18:38:00,Completed,Low Efficiency
J851,M02,Additive,1.63,30,13.94,82,2023-03-24 05:40:00,2023-03-24 06:10:00,,,Failed,Low Efficiency
J830,M04,Milling,2.73,24,3.36,82,2023-03-24 02:10:00,2023-03-24 02:34:00,2023-03-24 02:05:00,2023-03-24 02:29:00,Completed,Low Efficiency
J288,M02,Additive,2.97,36,6.56,82,2023-03-20 07:50:00,2023-03-20 08:26:00,2023-03-20 07:55:00,2023-03-20 08:31:00,Completed,High Efficiency
J884,M02,Grinding,3.58,32,13.96,82,2023-03-24 11:10:00,2023-03-24 11:42:00,2023-03-24 11:08:00,2023-03-24 11:40:00,Completed,Low Efficiency
J165,M04,Milling,3.28,29,7.32,82,2023-03-19 11:20:00,2023-03-19 11:49:00,2023-03-19 11:24:00,2023-03-19 11:53:00,Completed,High Efficiency
J155,M03,Drilling,3.57,40,9.87,82,2023-03-19 09:40:00,2023-03-19 10:20:00,2023-03-19 09:41:00,2023-03-19 10:21:00,Completed,Moderate Efficiency
J920,M04,Additive,4.26,43,9.59,81,2023-03-24 17:10:00,2023-03-24 17:53:00,2023-03-24 17:14:00,2023-03-24 17:57:00,Completed,Moderate Efficiency
J765,M03,Lathe,3.92,21,12.69,81,2023-03-23 15:20:00,2023-03-23 15:41:00,,,Failed,Low Efficiency
J231,M02,Additive,3.44,36,14.64,81,2023-03-19 22:20:00,2023-03-19 22:56:00,,,Failed,Low Efficiency
J009,M02,Drilling,3.49,42,8.97,81,2023-03-18 09:20:00,2023-03-18 10:02:00,2023-03-18 09:23:00,2023-03-18 10:05:00,Completed,Moderate Efficiency
J782,M02,Drilling,1.99,42,7.26,81,2023-03-23 18:10:00,2023-03-23 18:52:00,2023-03-23 18:05:00,2023-03-23 18:47:00,Completed,Low Efficiency
J397,M05,Lathe,4.28,23,8.52,81,2023-03-21 02:00:00,2023-03-21 02:23:00,,,Failed,Low Efficiency
J496,M04,Milling,3.58,38,8.37,81,2023-03-21 18:30:00,2023-03-21 19:08:00,,,Failed,Low Efficiency
J653,M04,Drilling,1.59,21,12.56,81,2023-03-22 20:40:00,2023-03-22 21:01:00,2023-03-22 21:08:00,2023-03-22 21:29:00,Delayed,Low Efficiency
J672,M02,Grinding,1.72,30,7.5,81,2023-03-22 23:50:00,2023-03-23 00:20:00,2023-03-23 00:00:00,2023-03-23 00:30:00,Delayed,Low Efficiency
J379,M01,Additive,4.05,47,5.13,81,2023-03-20 23:00:00,2023-03-20 23:47:00,2023-03-20 22:57:00,2023-03-20 23:44:00,Completed,Low Efficiency
J481,M01,Grinding,1.84,38,8.81,80,2023-03-21 16:00:00,2023-03-21 16:38:00,2023-03-21 16:20:00,2023-03-21 16:58:00,Delayed,Low Efficiency
J462,M05,Grinding,4.34,46,7.51,80,2023-03-21 12:50:00,2023-03-21 13:36:00,2023-03-21 13:02:00,2023-03-21 13:48:00,Delayed,Low Efficiency
J346,M04,Drilling,3.59,29,13.78,80,2023-03-20 17:30:00,2023-03-20 17:59:00,2023-03-20 17:29:00,2023-03-20 17:58:00,Completed,Low Efficiency
J319,M03,Milling,3.45,23,10.48,80,2023-03-20 13:00:00,2023-03-20 13:23:00,2023-03-20 12:58:00,2023-03-20 13:21:00,Completed,Low Efficiency
J308,M01,Additive,1.25,50,3.41,80,2023-03-20 11:10:00,2023-03-20 12:00:00,2023-03-20 11:10:00,2023-03-20 12:00:00,Completed,High Efficiency
J049,M02,Lathe,4.43,33,7.55,80,2023-03-18 16:00:00,2023-03-18 16:33:00,2023-03-18 16:04:00,2023-03-18 16:37:00,Completed,Moderate Efficiency
J463,M02,Grinding,2.31,28,13.03,80,2023-03-21 13:00:00,2023-03-21 13:28:00,2023-03-21 12:55:00,2023-03-21 13:23:00,Completed,Low Efficiency
J507,M01,Drilling,1.45,22,14.51,80,2023-03-21 20:20:00,2023-03-21 20:42:00,2023-03-21 20:32:00,2023-03-21 20:54:00,Delayed,Low Efficiency
J419,M05,Lathe,1.3,43,13.53,80,2023-03-21 05:40:00,2023-03-21 06:23:00,2023-03-21 05:43:00,2023-03-21 06:26:00,Completed,Moderate Efficiency
J263,M04,Lathe,3.65,38,14.87,80,2023-03-20 03:40:00,2023-03-20 04:18:00,2023-03-20 03:42:00,2023-03-20 04:20:00,Completed,Moderate Efficiency
J211,M03,Milling,1.66,25,8.39,80,2023-03-19 19:00:00,2023-03-19 19:25:00,2023-03-19 18:59:00,2023-03-19 19:24:00,Completed,Low Efficiency
J225,M03,Milling,4.52,22,13.02,80,2023-03-19 21:20:00,2023-03-19 21:42:00,2023-03-19 21:20:00,2023-03-19 21:42:00,Completed,Moderate Efficiency
J747,M05,Lathe,2.57,36,13.05,80,2023-03-23 12:20:00,2023-03-23 12:56:00,2023-03-23 12:25:00,2023-03-23 13:01:00,Completed,Moderate Efficiency
J722,M04,Drilling,2.43,40,14.48,80,2023-03-23 08:10:00,2023-03-23 08:50:00,2023-03-23 08:15:00,2023-03-23 08:55:00,Completed,Moderate Efficiency
J868,M04,Milling,2.3,33,7.36,80,2023-03-24 08:30:00,2023-03-24 09:03:00,2023-03-24 08:52:00,2023-03-24 09:25:00,Delayed,Low Efficiency
J163,M01,Milling,4.4,43,10.4,80,2023-03-19 11:00:00,2023-03-19 11:43:00,2023-03-19 10:59:00,2023-03-19 11:42:00,Completed,Low Efficiency
J069,M04,Additive,2.61,29,9.58,80,2023-03-18 19:20:00,2023-03-18 19:49:00,2023-03-18 19:21:00,2023-03-18 19:50:00,Completed,Moderate Efficiency
J099,M05,Additive,1.79,33,3.17,80,2023-03-19 00:20:00,2023-03-19 00:53:00,,,Failed,Low Efficiency
J124,M01,Grinding,4.75,40,4.42,80,2023-03-19 04:30:00,2023-03-19 05:10:00,2023-03-19 04:32:00,2023-03-19 05:12:00,Completed,High Efficiency
